MSHA_ID,Average_Employees,Company_Type,Labor_Hours,Mine_Basin,Mine_County,Mine_Name,Mine_State,Mine_Status,Mine_Type,Operating_Company,Operating_Company_Address,Operation_Type,Production_short_tons,Union_Code,Year
1202147,15.0,Operating Subsidiary,46546.0,Illinois Basin,Gibson,Francisco Mine,Indiana,Active,Underground,Black Beauty Coal Company,"7100 Eagle Crest Blvd. Ste 100, Evansville, IN 47715",Mine and Preparation Plant,0.0,,2008
1202207,90.0,Contractor,280478.0,Illinois Basin,Gibson,Somerville,Indiana,Active,Surface,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",Mine and Preparation Plant,1850459.0,,2008
1202215,294.0,Operating Subsidiary,848983.0,Illinois Basin,Gibson,Gibson Mine,Indiana,Active,Underground,Gibson County Coal Llc,"R. R. 3, Lyle Station Rd, Princeton, IN 47670",Mine and Preparation Plant,3827912.0,,2008
1202258,196.0,Operating Subsidiary,483341.0,Illinois Basin,Gibson,Somerville Central Mine,Indiana,Active,Surface,Black Beauty Coal Company,"Rr #3 P.O. Box 155, Oakland City, IN 47660",Mine and Preparation Plant,3422388.0,,2008
1202295,123.0,Operating Subsidiary,313156.0,Illinois Basin,Gibson,Francisco Mine - Underground P,Indiana,Active,Underground,Black Beauty Coal Company,"P.O. Box 347, Francisco, IN 47649",Mine only,1511667.0,,2008
1202296,93.0,Contractor,292058.0,Illinois Basin,Gibson,Discovery,Indiana,Active,Surface,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",Mine and Preparation Plant,2220257.0,,2008
1202097,2.0,Operating Subsidiary,4202.0,Illinois Basin,Greene,Switz City,Indiana,Active,Surface,Triad Mining Inc,"14521 E St Rd 58, Edwardsport, IN 47528",Preparation Plant,0.0,,2008
1202097,1.0,Operating Subsidiary,4201.0,Illinois Basin,Greene,Switz City,Indiana,Active,Underground,Triad Mining Inc,"14521 E St Rd 58, Edwardsport, IN 47528",Preparation Plant,0.0,,2008
1202010,294.0,Operating Subsidiary,734580.0,Illinois Basin,Knox,Air Quality #1 Mine,Indiana,Active,Underground,Black Beauty Coal Company,"7100 Eagle Crest Blvd,ste 100, Evansville, IN 47715",Mine and Preparation Plant,1884872.0,,2008
1202063,151.0,Operating Subsidiary,381006.0,Illinois Basin,Knox,Miller Creek Mine - Knox Pit,Indiana,Active,Surface,Black Beauty Coal Company,"7100 Eagle Crest Blvd  Ste 100, Evansville, IN 47715",Mine and Preparation Plant,1835556.0,,2008
1202167,51.0,Operating Subsidiary,134693.0,Illinois Basin,Knox,Freelandville Mine,Indiana,Active,Surface,Triad Mining Inc,"14521 E. State Road 58, Edwardsport, IN 47528",Mine and Preparation Plant,567295.0,,2008
1202167,10.0,Operating Subsidiary,31809.0,Illinois Basin,Knox,Freelandville Mine,Indiana,Active,Underground,Triad Mining Inc,"14521 E. State Road 58, Edwardsport, IN 47528",Mine and Preparation Plant,0.0,,2008
1202189,24.0,Operating Subsidiary,32740.0,Illinois Basin,Knox,Air Quality South Wash Plant,Indiana,Active,Underground,Black Beauty Coal Company,"7100 Eagle Crest Blvd  Ste 100, Evansville, IN 47715",Preparation Plant,0.0,,2008
1202208,4.0,Independent Producer Operator,11332.0,Illinois Basin,Knox,Wheatland Train Loadout,Indiana,Active,Surface,Solar Sources Underground L L,"P.O. Box 567, Petersburg, IN 47567",Preparation Plant,0.0,,2008
1202316,60.0,Operating Subsidiary,135107.0,Illinois Basin,Knox,Freelandville Underground,Indiana,Active,Underground,"Triad Underground Mining, L.L.","14972 East S.R. 58, Edwardsport, IN 47528",Mine only,663376.0,,2008
1202339,20.0,Independent Producer Operator,58868.0,Illinois Basin,Knox,Freelandville East Mine,Indiana,Active,Surface,Triad Mining Inc,"Rt. 1, Box 29a, Lyons, IN 47443",Mine and Preparation Plant,315618.0,,2008
1202351,21.0,Contractor,50303.0,Illinois Basin,Knox,Addcar Systems 13 Hwm Serial N,Indiana,Active,Surface,Icg Addcar Systems Llc,"Hwm 1 Drive, Ashland, KY 41102",Mine only,471149.0,,2008
1201978,13.0,Independent Producer Operator,36602.0,Illinois Basin,Pike,Solar Sources Preparation Plan,Indiana,"Active, men working, not producing",Surface,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567",Preparation Plant,0.0,,2008
1202165,6.0,Operating Subsidiary,11929.0,Illinois Basin,Pike,Patoka River,Indiana,Active,Surface,Triad Mining Inc,"4251 West Co. Rd. 125 S, Petersburg, IN 47567",Preparation Plant,0.0,,2008
1202249,382.0,Operating Subsidiary,998908.0,Illinois Basin,Pike,Prosperity Mine,Indiana,Active,Underground,Five Star Mining Inc,"6594 W. Sr 56, Petersburg, IN 47567",Mine and Preparation Plant,2365056.0,,2008
1202320,25.0,Operating Subsidiary,73620.0,Illinois Basin,Pike,Augusta Mine,Indiana,Active,Surface,Triad Mining Inc.,"14521 E. State Rd 58, Edwardsport, IN 47528",Mine and Preparation Plant,356084.0,,2008
1202325,20.0,Operating Subsidiary,56184.0,Illinois Basin,Pike,Hurricane Creek,Indiana,Active,Surface,Triad Mining Inc,"14521 E St Rd 58, Edwardsport, IN 47528",Mine and Preparation Plant,260592.0,,2008
1202358,26.0,Operating Subsidiary,76742.0,Illinois Basin,Pike,South Augusta,Indiana,Active,Surface,Triad Mining Inc,"14521 East State Road 58, Edwardsport, IN 47528",Mine and Preparation Plant,573103.0,,2008
1202363,18.0,Operating Subsidiary,27201.0,Illinois Basin,Pike,Somerville East,Indiana,"Active, men working, not producing",Surface,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",Mine only,349454.0,,2008
1202368,6.0,Independent Producer Operator,10951.0,Illinois Basin,Pike,Charter #1,Indiana,Active,Underground,T & T Washing Co. Inc.,"P.O. Box 183, Madisonville, KY 42431",Preparation Plant,0.0,,2008
1202382,9.0,Independent Producer Operator,24539.0,Illinois Basin,Pike,Charger Loadout,Indiana,Active,Surface,Solar Sources Underground L L,"P.O. Box 567, Petersburg, IN 47567",Preparation Plant,0.0,,2008
1202391,25.0,Operating Subsidiary,74201.0,Illinois Basin,Pike,Flat Creek,Indiana,Active,Surface,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528",Mine and Preparation Plant,352291.0,,2008
1202410,12.0,Independent Producer Operator,10300.0,Illinois Basin,Pike,Log Creek Surface,Indiana,"Active, men working, not producing",Surface,Triad Mining Inc.,"14521 E. State Road 58, Edwardsport, IN 47528",Mine and Preparation Plant,2371.0,,2008
1202349,172.0,Independent Producer Operator,425019.0,Illinois Basin,Sullivan,Carlisle Mine,Indiana,Active,Underground,Sunrise Coal Llc,"6641 Sr 46, Terre Haute, IN 47802",Mine and Preparation Plant,1970203.0,,2008
1202398,16.0,Independent Producer Operator,32149.0,Illinois Basin,Sullivan,Jc #1,Indiana,Active,Surface,Jarvis Coal Llc,"6268 North County Road 550 Eas, Shelburn, IN 47879",Mine only,106698.0,,2008
1202174,261.0,Operating Subsidiary,675933.0,Illinois Basin,Vigo,Farmersburg Mine,Indiana,Active,Surface,Black Beauty Coal Company,"P.O. Box 28, Montgomery, IN 47558",Mine and Preparation Plant,3329976.0,,2008
1202234,31.0,Independent Producer Operator,89881.0,Illinois Basin,Vigo,Lewis Mine,Indiana,Active,Surface,Solar Sources Inc,"P.O. Box 7, Petersburg, IN 47567",Mine and Preparation Plant,474947.0,,2008
1202178,66.0,Operating Subsidiary,151057.0,Illinois Basin,Warrick,Cypress Creek Mine,Indiana,Active,Surface,Vigo - Cypress Mine Llc,"528 Main Street, Suite 202, Evansville, IN 47708",Mine only,710304.0,,2008
1202259,17.0,Independent Producer Operator,27178.0,Illinois Basin,Warrick,Red Brush Mine,Indiana,Active,Surface,"Vigo Coal Operating Co., Inc","528 Main St. Ste. 202, Evansville, IN 47708",Mine only,62269.0,,2008
1202407,10.0,Contractor,7876.0,Illinois Basin,Warrick,West 61,Indiana,Active,Surface,United Minerals Co Llc,"P.O. Box 400, Huntingburg, IN 47542",Mine only,92596.0,,2008
1401626,39.0,Contractor,91224.0,Interior,Bourbon,Garland Mine,Kansas,Active,Surface,Phoenix Mining Company,"310 S. Scraper, Vinita, OK 74301",Mine only,180967.0,,2008
1401610,10.0,Independent Producer Operator,9319.0,Interior,Cherokee,Fleming Mine 19,Kansas,Temporarily closed,Surface,Ricci Mining Llc,"P.O. Box 917, Arma, KS 66712",Preparation Plant,0.0,,2008
1401631,10.0,Independent Producer Operator,8360.0,Interior,Linn,Lucky Strike Mine,Kansas,Temporarily closed,Surface,"Continental Coal, Inc.","10801 Mastin  Suite 920, Overland Park, KS 66210",Mine only,48279.0,,2008
1505358,13.0,Independent Producer Operator,29926.0,Appalachia Central,Bell,Viall Tipple,Kentucky (East),Active,Surface,Xinergy Corp.,"P.O. Box 117, Stoney Fork, KY 40988",Preparation Plant,0.0,,2008
1505358,4.0,Independent Producer Operator,7481.0,Appalachia Central,Bell,Viall Tipple,Kentucky (East),Active,Underground,Xinergy Corp.,"P.O. Box 117, Stoney Fork, KY 40988",Preparation Plant,0.0,,2008
1509546,17.0,Independent Producer Operator,40991.0,Appalachia Central,Bell,Prep Plant,Kentucky (East),Active,Underground,Left Fork Mining Co Inc,"P.O. Box 405, Arjay, KY 40902",Preparation Plant,0.0,,2008
1509876,57.0,Independent Producer Operator,146565.0,Appalachia Central,Bell,Tipple #3,Kentucky (East),Active,Surface,Appolo Fuels Inc,"P.O. Box 1727, Middlesboro, KY 40965",Preparation Plant,0.0,,2008
1509876,1.0,Independent Producer Operator,2991.0,Appalachia Central,Bell,Tipple #3,Kentucky (East),Active,Underground,Appolo Fuels Inc,"P.O. Box 1727, Middlesboro, KY 40965",Preparation Plant,0.0,,2008
1510212,3.0,Operating Subsidiary,5261.0,Appalachia Central,Bell,Preparation Plant,Kentucky (East),Active,Surface,Bell County Coal Corporation,"Rt 1 Box 290, Middlesboro, KY 40965",Preparation Plant,0.0,,2008
1510212,22.0,Operating Subsidiary,47349.0,Appalachia Central,Bell,Preparation Plant,Kentucky (East),Active,Underground,Bell County Coal Corporation,"Rt 1 Box 290, Middlesboro, KY 40965",Preparation Plant,0.0,,2008
1511055,9.0,Independent Producer Operator,15233.0,Appalachia Central,Bell,Mack Avenue Tipple,Kentucky (East),Active,Surface,Premium Processing Inc,"P.O. Box 9, Thorn Hill, TN 37881",Preparation Plant,0.0,,2008
1511055,2.0,Independent Producer Operator,3344.0,Appalachia Central,Bell,Mack Avenue Tipple,Kentucky (East),Active,Underground,Premium Processing Inc,"P.O. Box 9, Thorn Hill, TN 37881",Preparation Plant,0.0,,2008
1512564,72.0,Independent Producer Operator,167138.0,Appalachia Central,Bell,Straight Creek #1 Mine,Kentucky (East),Active,Underground,Left Fork Mining Co Inc,"P.O. Box 405, Arjay, KY 40902",Mine only,360629.0,,2008
1512682,6.0,Operating Subsidiary,10100.0,Appalachia Central,Bell,Crockett,Kentucky (East),Active,Surface,"Covol Fuels No. 3, Llc","P.O. Box 8, Beverly, KY 40913",Preparation Plant,0.0,,2008
1512682,5.0,Operating Subsidiary,10100.0,Appalachia Central,Bell,Crockett,Kentucky (East),Active,Underground,"Covol Fuels No. 3, Llc","P.O. Box 8, Beverly, KY 40913",Preparation Plant,0.0,,2008
1516516,21.0,Contractor,47212.0,Appalachia Central,Bell,#2 Surface,Kentucky (East),Active,Surface,Twin Star Coal Company Inc,"Rte 1 Box 259b Hwy 63, Cumberland Ga, TN 37724",Mine only,179234.0,,2008
1517792,10.0,Operating Subsidiary,18751.0,Appalachia Central,Bell,#2,Kentucky (East),"Active, men working, not producing",Surface,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977",Mine only,43239.0,,2008
1517901,9.0,Independent Producer Operator,22813.0,Appalachia Central,Bell,M B Brittain Prep Plant,Kentucky (East),Active,Surface,Xinergy Corp.,"P.O. Box 117, Stoney Fork, KY 40988",Preparation Plant,0.0,,2008
1517901,3.0,Independent Producer Operator,6434.0,Appalachia Central,Bell,M B Brittain Prep Plant,Kentucky (East),Active,Underground,Xinergy Corp.,"P.O. Box 117, Stoney Fork, KY 40988",Preparation Plant,0.0,,2008
1518257,20.0,Independent Producer Operator,41213.0,Appalachia Central,Bell,#1 Strip Mine,Kentucky (East),Active,Surface,Jamieson Construction Company,"30 Jamieson Lane, London, KY 40744",Mine only,89568.0,,2008
1518375,15.0,Independent Producer Operator,15355.0,Appalachia Central,Bell,Mine No 1,Kentucky (East),Active,Underground,O C Energy Llc,"P.O. Box 853, Middlesboro, KY 40965",Mine only,10675.0,,2008
1518396,11.0,Independent Producer Operator,17056.0,Appalachia Central,Bell,Mine # 6,Kentucky (East),Active,Surface,Evans Coal Corp,"10853 S Hwy 25 E, Flat Lick, KY 40935",Mine only,14885.0,,2008
1518571,46.0,Contractor,42818.0,Appalachia Central,Bell,Ky No 1 Mine,Kentucky (East),Active,Underground,F & G Resources Llc,"P.O. Box 2561, Middlesboro, KY 40965",Mine only,47322.0,,2008
1518628,26.0,Operating Subsidiary,57733.0,Appalachia Central,Bell,Gatliff Surface #3,Kentucky (East),Active,Surface,"Gatliff Coal Co., Inc.","200 Allison Blvd., Corbin, KY 40701",Mine only,312507.0,,2008
1518851,12.0,Independent Producer Operator,19726.0,Appalachia Central,Bell,Popular Lick #2,Kentucky (East),Active,Surface,Dataem Industries Llc,"P.O. Box 97, Middlesboro, KY 40965",Mine only,58826.0,,2008
1518857,8.0,Independent Producer Operator,9591.0,Appalachia Central,Bell,Shm No. 37,Kentucky (East),Active,Surface,National Coal Corpor,"P.O. Box 465, Jacksboro, TN 37757",Mine only,82785.0,,2008
1518901,23.0,Independent Producer Operator,58276.0,Appalachia Central,Bell,Rockhouse 1,Kentucky (East),Active,Surface,Debra Lynn Coals Inc,"111 Mill Creek Rd, Pathfork, KY 40863",Mine only,144140.0,,2008
1518914,11.0,Operating Subsidiary,11543.0,Appalachia Central,Bell,#1 Highwall Miner,Kentucky (East),Active,Surface,Mitco Enterprises Inc,"P.O. Box 952, Hyden, KY 41749",Mine only,43140.0,,2008
1518924,49.0,Independent Producer Operator,112916.0,Appalachia Central,Bell,Butcher Branch,Kentucky (East),Active,Underground,Century Operations Llc,"P.O. Box 38, Beverly, KY 40913",Mine only,222708.0,,2008
1518925,15.0,Contractor,36508.0,Appalachia Central,Bell,#2 Highwall Miner,Kentucky (East),Active,Surface,Mitco Enterprises Inc,"P.O. Box 952, Hyden, KY 41749",Mine only,240071.0,,2008
1518939,41.0,Independent Producer Operator,102633.0,Appalachia Central,Bell,Moseley Spur,Kentucky (East),Active,Underground,Bell County Coal Corporation,"Route 1, Box 290, Middlesboro, KY 40965",Mine only,315617.0,,2008
1518979,12.0,Independent Producer Operator,10744.0,Appalachia Central,Bell,Roco #4,Kentucky (East),Active,Surface,Roco Enterprises Inc,"329 Cedar Street, Pineville, KY 40977",Mine only,44769.0,,2008
1518986,12.0,Independent Producer Operator,33611.0,Appalachia Central,Bell,Balkan,Kentucky (East),Active,Surface,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",Preparation Plant,0.0,,2008
1519013,26.0,Independent Producer Operator,72777.0,Appalachia Central,Bell,Hm #1 Hignite,Kentucky (East),Active,Surface,Appolo Fuels Inc,"Winchester & 46th, Middlesboro, KY 40965",Mine only,211408.0,,2008
1519046,30.0,Independent Producer Operator,40917.0,Appalachia Central,Bell,Wilder Branch,Kentucky (East),Permanently abandoned,Surface,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",Mine only,122903.0,,2008
1519076,46.0,Independent Producer Operator,133978.0,Appalachia Central,Bell,Chestnut Flats,Kentucky (East),Active,Surface,"Nally & Hamilton Enterprises,","P.O. Box 249, Calvin, KY 40813",Mine only,414801.0,,2008
1519115,38.0,Independent Producer Operator,92158.0,Appalachia Central,Bell,Poplar Lick Mine,Kentucky (East),Active,Surface,L C & C Energy Incorporated,"P.O. Box 97, Middlesboro, KY 40965",Mine only,288719.0,,2008
1519173,17.0,Independent Producer Operator,23643.0,Appalachia Central,Bell,No 9,Kentucky (East),Active,Surface,Evans Coal Corp,"10853 South Hwy 25e, Flat Lick, KY 40935",Mine only,16129.0,,2008
1519268,10.0,Independent Producer Operator,5092.0,Appalachia Central,Bell,Mine #9,Kentucky (East),Active,Surface,"Strata Mining, Inc","P.O. Box 962, Middlesboro, KY 40965",Mine only,1673.0,,2008
1519271,10.0,Independent Producer Operator,14230.0,Appalachia Central,Bell,Hm #1,Kentucky (East),Active,Surface,Appolo Fuels Inc,"46th & Winchester Sts., Middlesboro, KY 40965",Mine only,33296.0,,2008
1519272,27.0,Independent Producer Operator,52338.0,Appalachia Central,Bell,Surface Job #3,Kentucky (East),Active,Surface,Appolo Fuels Inc,"P.O. Box 1727, Middlesboro, KY 40965",Mine only,61323.0,,2008
1508166,2.0,Operating Subsidiary,3134.0,Appalachia Central,Boyd,Placer Processing Plant #1,Kentucky (East),Active,Surface,Transload Terminal,"13125 Us Rt 23, Catlettsburg, KY 41129",Preparation Plant,0.0,,2008
1508166,3.0,Operating Subsidiary,7313.0,Appalachia Central,Boyd,Placer Processing Plant #1,Kentucky (East),Active,Underground,Transload Terminal,"13125 Us Rt 23, Catlettsburg, KY 41129",Preparation Plant,0.0,,2008
1512199,17.0,Independent Producer Operator,39080.0,Appalachia Central,Boyd,Riverway Terminals,Kentucky (East),Active,Surface,Riverway South Inc,"14305 Us Rte 23, Catlettsburg, KY 41129",Preparation Plant,0.0,,2008
1515609,7.0,Independent Producer Operator,11576.0,Appalachia Central,Boyd,No. 1,Kentucky (East),Active,Surface,"Red Bud Dock, Llc","P.O. Box 1051, Catlettsburg, KY 41129",Preparation Plant,0.0,,2008
1515609,6.0,Independent Producer Operator,11576.0,Appalachia Central,Boyd,No. 1,Kentucky (East),Active,Underground,"Red Bud Dock, Llc","P.O. Box 1051, Catlettsburg, KY 41129",Preparation Plant,0.0,,2008
1516749,30.0,Operating Subsidiary,68607.0,Appalachia Central,Boyd,Kentucky Coal Terminal,Kentucky (East),Active,Surface,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507",Preparation Plant,0.0,,2008
1516749,10.0,Operating Subsidiary,22869.0,Appalachia Central,Boyd,Kentucky Coal Terminal,Kentucky (East),Active,Underground,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507",Preparation Plant,0.0,,2008
1202356,13.0,Contractor,25387.0,Appalachia Central,Breathitt,Yellow Mountain Hwm,Kentucky (East),Active,Surface,Icg Addcar Systems L,"No. 1 Hwm Drive, Ashland, KY 41102",Mine only,265963.0,,2008
1508211,7.0,Operating Subsidiary,9500.0,Appalachia Central,Breathitt,Hazard Star Loadout,Kentucky (East),Temporarily closed,Surface,Kentucky Fuel Corporation,"P.O. Box 838, Middlesboro, KY 40965",Preparation Plant,0.0,,2008
1511991,1.0,Operating Subsidiary,2651.0,Appalachia Central,Breathitt,Flint Ridge Prep Plant,Kentucky (East),Active,Surface,"Icg Hazard, Llc","P.O. Box 145, Lost Creek, KY 41348",Preparation Plant,0.0,,2008
1511991,20.0,Operating Subsidiary,50375.0,Appalachia Central,Breathitt,Flint Ridge Prep Plant,Kentucky (East),Active,Underground,"Icg Hazard, Llc","P.O. Box 145, Lost Creek, KY 41348",Preparation Plant,0.0,,2008
1518442,2.0,Contractor,4357.0,Appalachia Central,Breathitt,Auger Mine No 28,Kentucky (East),Active,Surface,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",Mine only,22605.0,,2008
1518566,2.0,Contractor,4922.0,Appalachia Central,Breathitt,Auger Mine No 35,Kentucky (East),Active,Surface,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",Mine only,35600.0,,2008
1518600,60.0,Independent Producer Operator,124391.0,Appalachia Central,Breathitt,Risner Branch #1,Kentucky (East),Active,Surface,Miller Bros Coal Llc,"P.O. Box 220, Leburn, KY 41831",Mine only,435601.0,,2008
